Citations,Auteur,Source,Thèmes,Nombre d'avis,Notes
"“L'art d'être sage, c'est l'art de savoir quoi laisser tomber.”",William James,,Art,,
"“Le roman est l'art de créer un homme, la biographie l'art de le ressusciter.”",Benjamin Jarnés,Biographie et roman,Art,,
“Il est un art - l'art du mot - qui ne connaît pas de limites : la poésie.”,Ivan Gontcharov,Le précipice,Art,,
“L'art de la guerre est de détruire les hommes comme la politique est l'art de tromper.”,Jean le Rond d’Alembert,Encyclopédie,Art,,
"“Nous goûtons le bonheur sans l’économiser,. Et notre art d’en jouir est l’art d’en abuser.”",Charles-Pierre Colardeau,Épître à Monsieur Duhamel,Art,,
“Toute une partie de l’art contemporain n’a pas d’autre objet que l’art lui-même.”,Pierre Bourdieu,Penser l'art à l'école,Art,,
“L’ami doit être passé maître dans l’art de deviner et dans l’art de se taire.”,Friedrich Nietzsche,Ainsi parlait Zarathoustra,Art,16,4
"“Une oeuvre d'art doit être jugée selon les critères esthétiques. En art, ce qui est beau est moral.”",Gabriel Matzneff,Entretien avec Catherine Argand - Novembre 1993,Art,,
"“L’ivresse, c’est l’art d’être plein, comme la plénitude est l’art d’être ivre.”",Philippe Léotard,Clinique de la raison close,Art,,
"“Après l’art de faire de belles actions, l’art le plus glorieux est de les célébrer.”",Nicolas-Joseph Gilbert,Épître dédicatoire de l’éloge de Léopold 1er,Art,,
"“Sans la matière, l’art n’est rien ; la matière, même sans l’art, a encore quelque prix ; mais l’art parfait l’emporte sur la matière la plus riche.”",Quintilien,,Art,,
"“L'architecture ne sera plus l'art social, l'art collectif, l'art dominant. Le grand poème, le grand édifice, la grande Ïuvre de l'humanité ne se bâtira plus, elle s'imprimera.”",Victor Hugo,Notre-Dame de Paris,Art,,
"“Lieu du texte, lieu pluriel et contradictoire, le théâtre reste un art fragile, minoritaire par nature, trop éphémère pour modifier en profondeur le tissu social. Néanmoins, l'art du théâtre est un art profondément moral.”",Jacques Rosner,,"Art, Theatre",,
"“L'art de lire, c'est l'art de penser avec un peu d'aide.”",Emile Faguet,L'art de lire,Art,,
"“C’est au commerce de s’adapter à l’art, et non pas à l’art de s’adapter au commerce.”",Anonyme,,Art,,
"“L'art pour l'art, c'est une formule qui n'a pas plus de sens que le gin pour le gin.”",Somerset Maugham,,Art,,
"“L'art doit être libre. Où il n'y a pas de liberté, il n'y a pas d'art.”",Arsène Bessette,Le débutant,Art,,
“L'art de bien dire est le premier pas vers le théâtre. L'art de tout exprimer est le point de perfection.”,"Riccoboni, fils",,Art,,
“L'art de détacher de soi un être est infiniment plus difficile que l'art de se faire aimer.”,Henry de Montherlant,Carnets,Art,,
"“Le karaté c'est comme la vie, un art des rencontres, mais surtout l'art de la rencontre avec soi-même.”",Patrick Rault,,Art,,
"“L’expression est un art que trop peu de gens détiennent, l’art est une expression que trop de gens pensent posséder. ”",Claude Damien,,Art,,
"“Les hommes ont tout perfectionné, sauf les hommes.”",Proverbe américain,,Hommes,,
"“Les hommes sont hommes, et les meilleurs s’oublient parfois.”",William Shakespeare,Othello,Hommes,,
“Les hommes faibles sont les chiens des hommes fermes.”,Denis Diderot,Jacques le Fataliste et son maître,Hommes,,
"“Celui qui aime les hommes, les hommes l’aiment ; celui qui respecte les hommes, les hommes le respectent.”",Proverbe chinois,,Hommes,,
"“Les hommes, un mâle nécessaire...”",Sophie Campiche,,Hommes,,
“Les hommes apprennent en enseignant.”,Sénèque,,Hommes,,
"“En enseignant, les hommes apprennent.”",Sénèque,,Hommes,,
“Les mères font les hommes.”,Thomas Jefferson,,Hommes,,
“Les hommes forts pleurent aussi.”,Ethan et Joel Coen,The big Lebowski,Hommes,,
"“Dieu a dit, il y aura des hommes blancs, des hommes noirs, il y aura des hommes grands, des hommes petits. Il y aura des hommes beaux, des hommes moches et tous seront égaux, mais ça sera pas facile.”",Coluche,Le Blouson noir,Hommes,,
“Les hommes sont de grands enfants.”,Proverbe français,,Hommes,,
“Les hommes naissent semblables mais pas égaux.”,Antoine de Rivarol,,Hommes,,
"“Les hommes chassent, les femmes pèchent.”",Victor Hugo,,Hommes,11,3
“Les hommes sont des oiseaux de passage.”,William Shakespeare,,Hommes,,
“On prend les hommes par le ventre.”,Proverbe québécois,,Hommes,,
“Les hommes sont égaux mais non identiques.”,Swani Prajnânpâd,,Hommes,,
“Les hommes sont les esclaves du bienfait.”,Proverbe arabe,,Hommes,,
"“Autant d’hommes, autant d’opinions.”",Térence,Phormion,Hommes,,
"“Qui hait les vices, hait les hommes.”",Georges Jacques Danton,,Hommes,,
“Les songes des hommes appartiennent à Dieu.”,Jorge Luis Borges,Fictions,Hommes,,
“Les armes sont les bijoux des hommes.”,Jean Follain,Appareil de la terre,Hommes,,
“Les maximes des hommes décèlent leur coeur.”,Vauvenargues,Réflexions et maximes,Hommes,,
“Ah ! Les hommes ne savent pas aimer !”,Eugène Labiche,Le plus heureux des trois,"Hommes, Aimer",,
“La plupart des hommes trahissent leur jeunesse.”,Julien Green,Journal,Hommes,,
“L’avenir n’appartient pas aux hommes...”,Charles de Gaulle,Discours - Décembre 1967,"Hommes, Avenir",,
"“Quand les hommes accoucheront, les femmes penseront.”",Hector Talvart,Conjectures et nouvelles conjectures,Hommes,,
“Les hommes deviennent petits en se rassemblant.”,Chamfort,Produits de la civilisation perfectionnée,Hommes,,
"“Les hommes, pour souffrir sont bien nés !”",Charles Perrault,Les souhaits ridicules,Hommes,,
“Les hommes prudents sont des infirmes.”,Jacques Brel,Grand Jacques,Hommes,,
“Les hommes sont des anges stagiaires.”,Victor Hugo,Faits et Croyances,Hommes,,
“Les hommes sont de grands stratèges.”,Barbara Constantine,Allumer le chat,Hommes,,
“Le destin se moque des hommes.”,Gao Xingjian,La montagne de l'âme,"Hommes, Destin",,
“On ne peut ranger les hommes mais les hommes sont interchangeables.”,Mario Bolduc,Un homme fort fragile,Hommes,,
“Ce sont les événements qui commandent aux hommes et non les hommes aux événements. ”,Hérodote,,Hommes,,
"“La loi doit avoir autorité sur les hommes, et non les hommes sur la loi.”",Pausanias,,Hommes,,
"“Les hommes jaloux agacent les femmes, mais les hommes qui ne sont pas jaloux les exaspèrent.”",Alfred Capus,,Hommes,,
"“Les hommes se trompent, les grands hommes avouent qu'ils se sont trompés.”",Voltaire,Le Sottisier,Hommes,,
"“Beaucoup d'hommes se défont, peu d'hommes meurent.”",Marguerite Yourcenar,Feux,Hommes,,
"“Au chef, il faut des hommes et aux hommes, un chef.”",Proverbe africain,,Hommes,,
"“Les hommes donnent l’impulsion aux affaires, et les affaires entraînent les hommes.”",Duc de Lévis,Maximes Politiques,Hommes,,
“Les hommes ont inventé la guerre pour y être sans les femmes et entre hommes.”,Jean Giraudoux,Sodome et Gomorrhe,Hommes,,
"“Les hommes éveillés n’ont qu’un monde, mais les hommes endormis ont chacun leur monde.”",Héraclite d'Ephèse ,,Hommes,9,3
“Les hommes de pensée préparent les hommes d'action. Ils ne les remplacent pas. ”,Gustave Le Bon,Hier et Demain,Hommes,,
"“Dieu donne du bien aux hommes, et non des hommes aux biens. ”",Noël du Fail,Contes et discours d'Eutrapel,Hommes,,
"“Les hommes se disputent la terre :. - Hommes, la terre, à qui est-elle ?”",Anonyme,Chant des pèlerins,Hommes,,
“Nous avons de nos jours plus d'hommes de droit que de droits hommes.”,Georg Christoph Lichtenberg,Le miroir de l'âme,Hommes,,
“Les hommes devraient d'abord croire dans les hommes et le reste viendrait naturellement.”,Karel Capek,La fabrique d'absolu,Hommes,,
"“Dans la légion, les hommes sont des hommes.. Les chèvres en savent quelque chose.”",Régis Hauser,Les murs se marrent,Hommes,,
"“Les hommes, tous les hommes, même les plus charmants, sont un peu tyrans et fats.”",Andrée Jarret,La dame de Chambly,Hommes,,
"“Les hommes peuvent avoir des amis, pas les hommes d'Etat.”",Charles de Gaulle,Paris-Match - 9 Décembre 1967,Hommes,,
"“Une seule inspiration fait la différence : les hommes sont des esprits, les esprits sont des hommes.”",Zhang Yimou,Epouses et concubines,Hommes,,
“Les hommes dignes et imposants sont partis et les hommes décevants sont restés.”,Proverbe algérien,,Hommes,,
"“Nous ne pouvons pas désespérer des hommes, puisque nous sommes nous-mêmes des hommes.”",Albert Einstein,Comment je vois le monde,Hommes,,
“Des hommes grossiers ne font rien de simple ; il faut des hommes perfectionnés pour y arriver.”,Robert-Jacques Turgot,Remarques critiques sur l'origine des langues,Hommes,,
“Les lois ne font plus les hommes. Mais quelques hommes font la loi.”,Daniel Balavoine,La vie ne m’apprend rien,Hommes,,
“Les hommes célibataires devraient être plus lourdement taxés que les hommes mariés. Ce n'est pas juste que des hommes soient plus heureux que d'autres.”,Oscar Wilde,,Hommes,,
“L'homme ne devient homme que parmi les hommes.”,Johann Fichte,Le Monde de l'éducation - Juillet - Août 2001,Hommes,9,3
“Les hommes croient ce qu'ils désirent.”,Jules César,,Hommes,,
“Il faut prendre les hommes comme ils sont.”,Plaute,,Hommes,,
“Se tromper est le fait de tous les hommes. ”,Sophocle,,Hommes,,
“Les hommes sont des femmes comme les autres.”,Groucho Marx,,Hommes,,
“Dieu est le plus court chemin entre les hommes.”,Anonyme,,"Hommes, Anonyme",,
“Les hommes de peu de mots sont les meilleurs.”,William Shakespeare,,Hommes,,
"“Les hommes vieillissent, mais ne mûrissent pas.”",Alphonse Daudet,,Hommes,,
“Les grands hommes sont toujours seuls.”,Agatha Christie,L'homme au complet marron,Hommes,,
"“Les hommes font les lois, les femmes font les moeurs.”",Charles Joseph de Ligne,,Hommes,,
“Les hommes oublient tout. Les femmes se souviennent de tout.”,Rita Rudner,Choses à savoir sur les hommes,Hommes,,
“Un peuple est grand quand il produit de grands hommes. ”,Georges Duhamel,,Hommes,,
“La médisance irrite les hommes et ne les corrige pas.”,Nicolas Machiavel,,Hommes,,
“Jamais les hommes ne font le bien que par nécessité.”,Nicolas Machiavel,,Hommes,,
“Paix sur la terre aux hommes de bonne volonté.”,Saint Luc,,Hommes,,
“On peut juger du caractère des hommes par leurs entreprises.”,Voltaire,,Hommes,,
"“Plus les hommes seront éclairés, et plus ils seront libres. ”",Voltaire,,Hommes,,
“Les faiblesses des hommes font la force des femmes.”,Voltaire,,Hommes,,
“La naïveté est la grâce des grands hommes.”,Mihail Ralea,Valeurs,Hommes,,
“Le genre humain vit grâce à quelques hommes.”,Lucain,La pharsale,Hommes,,
"“Les hommes aiment, les femmes se laissent aimer.”",Paul Léautaud ,,"Hommes, Aimer",6,3
“Je me sers des animaux pour instruire les hommes.”,Jean de La Fontaine,,Hommes,,
“Le travail est pour les hommes un trésor.”,Esope,Fables,Hommes,,
"“Les hommes provoquent les situations, les femmes prennent les décisions.”",Anonyme,,Hommes,,
"“Si les hommes connaissaient nos faiblesses, ils nous prendraient toujours.”",Ninon de Lenclos,,Hommes,,
“Ils voulaient des bras et ils eurent des hommes.”,Max Frisch,,Hommes,,
“Les hommes gagnent des diplômes et perdent leur instinct.”,Francis Picabia,,Hommes,,
“La fréquentation des hommes induit à s’observer soi-même.”,Franz Kafka,,Hommes,,
"“Dans les grands jours, les enfants sont des hommes.”",Victor Hugo,,Hommes,,
“Les hommes très riches ne sont pas toujours heureux.”,John Rockefeller,,Hommes,,
"“Quand on contrôle l'argent, on contrôle les hommes.”",Proverbe québécois,,Hommes,,
"“Vous autres, hommes, vous ne devenez jamais de grandes personnes.”",Anonyme,,Hommes,,
“Je veux être heureuse malgré Dieu et les hommes.”,Caroline Schelling,,Hommes,,
“Le théâtre rend aux hommes la tendresse humaine.”,Louis Jouvet,,"Hommes, Theatre, Tendresse",,
“Que les hommes d'esprit sont bêtes.”,Alain-René Lesage,Turcaret,Hommes,,
“La raison et la parole unissent les hommes entre eux.”,Cicéron,,Hommes,,
“Les pédiatres sont des hommes peu patients et puérils.”,Shelby Friedman,,Hommes,,
“La volonté de Dieu détruit la volonté des hommes.”,Proverbe oriental,,Hommes,,
“Le temps des hommes est de l'éternité pliée.”,Jean Cocteau,,Hommes,,
“La personnalité des grands hommes est faite de leurs incompréhensions.”,André Gide,,Hommes,,
“Toute politique tend à traiter les hommes comme des choses.”,Paul Valéry,,Hommes,,
“Pour les vaniteux les autres hommes sont des admirateurs.”,Antoine de Saint-Exupéry,,Hommes,,
“La mort a tué trop d’hommes pour être inhumaine.”,Philippe Bouvard,,Hommes,,
"“Les hommes vraiment pieux, on devrait en faire des clôtures.”",Jacques Sternberg,,Hommes,,
“Tous les hommes sont des comédiens... sauf quelques acteurs.”,Sacha Guitry,,Hommes,,
“Quelle est la valeur des hommes ? . - Ce qu’ils cherchent.”,Proverbe persan ,,Hommes,3,3
“Tous les hommes d’action sont des rêveurs.”,Proverbe anglais,,Hommes,,
“L’intempérance a tué plus d’hommes que la faim.”,Proverbe grec,,Hommes,,
"“Entre les quatre mers, tous les hommes sont frères.”",Proverbe vietnamien,,Hommes,,
“Les hommes de paille ont des poutres dans les yeux.”,Elie Semoun,Plaisantristes,Hommes,,
“Il y a des hommes qui sont sources.”,Victor Hugo,Faits et croyances,Hommes,,
“Nous devenons les hommes que nous voulons épouser.”,Gloria Steiman,,Hommes,,
“L’humour avale des hommes comme des moules.”,Francis Picabia,,Hommes,,
“Adam est “venu” le premier - comme tous les hommes.”,Allan Pease,Pourquoi les hommes n'écoutent jamais rien,Hommes,,
“Les hommes politiques poussent sur le fumier humain.”,Francis Picabia,Ecrits,Hommes,,
“Les hommes déprécient ce qu’ils ne peuvent comprendre.”,Johann Wolfgang von Goethe,,Hommes,,
“L’histoire est la science du malheur des hommes.”,Raymond Queneau,Une histoire modèle,Hommes,,
“Laissons les jolies femmes aux hommes sans imagination !”,Marcel Proust,Albertine disparue,Hommes,,
"“Dieu juge avec amour, les hommes avec malice.”",Johan Falkberget,La Quatrième Veille,Hommes,,
“Tous les hommes seraient des tyrans s’ils le pouvaient.”,Daniel Defoe,La pétition,Hommes,,
“Nous nous pardonnons tout et rien aux autres hommes.”,Jean de La Fontaine,,Hommes,,
“Les mots sont femmes ; les actions sont hommes.”,George Herbert,Jacula Prudentum,Hommes,,
“Confiance et défiance sont également la ruine des hommes.”,Hésiode,,Hommes,,
“Il sied bien d'être obscur aux hommes éclairés ! ”,Joseph Berchoux,Le pouvoir absolu,Hommes,,
“Nul ne peut se vanter de se passer des hommes.”,Sully Prudhomme,Les épreuves,Hommes,,
